courses,course_num,stat150,orientation  to  the  statistics  program  introduction  to  the  discipline  of  statistics  including  the  development  of  the  discipline  professional  ethics  data  visualization  and  the  role  of  statistics  in  the  scientific  enterprise      
courses,course_num,stat150,stat  150    introduction  to  the  discipline  of  statistics
courses,course_num,stat150,stat    introduction  to  the  discipline  of  statistics  150
courses,course_num,stat150,stat  150
courses,course_num,stat150,stat    introduction  to  the  discipline  of  statistics
courses,course_num,stat150,stat150    introduction  to  the  discipline  of  statistics
courses,course_num,stat150,stat  introduction  to  the  discipline  of  statistics  150
courses,course_num,stat150,stat150
courses,course_num,stat150,stat  introduction  to  the  discipline  of  statistics
courses,course_num,stat150,150    introduction  to  the  discipline  of  statistics
courses,course_num,stat150,  introduction  to  the  discipline  of  statistics  150
courses,course_num,stat150,150
courses,course_num,stat150,  introduction  to  the  discipline  of  statistics
courses,course_num,stat200,individual  investigation  research  studies  or  surveys  of  selected  problems    
courses,course_num,stat200,stat  200    special  problems  for  undergraduates
courses,course_num,stat200,stat    special  problems  for  undergraduates  200
courses,course_num,stat200,stat  200
courses,course_num,stat200,stat    special  problems  for  undergraduates
courses,course_num,stat200,stat200    special  problems  for  undergraduates
courses,course_num,stat200,stat  special  problems  for  undergraduates  200
courses,course_num,stat200,stat200
courses,course_num,stat200,stat  special  problems  for  undergraduates
courses,course_num,stat200,200    special  problems  for  undergraduates
courses,course_num,stat200,  special  problems  for  undergraduates  200
courses,course_num,stat200,200
courses,course_num,stat200,  special  problems  for  undergraduates
courses,course_num,stat217,sampling  and  experimentation  descriptive  statistics  confidence  intervals  two-sample  hypothesis  tests  for  means  and  proportions  chi-square  tests  linear  and  multiple  regression  analysis  of  variance    substantial  use  of  statistical  software    
courses,course_num,stat217,stat  217    introduction  to  statistical  concepts  and  methods
courses,course_num,stat217,stat    introduction  to  statistical  concepts  and  methods  217
courses,course_num,stat217,stat  217
courses,course_num,stat217,stat    introduction  to  statistical  concepts  and  methods
courses,course_num,stat217,stat217    introduction  to  statistical  concepts  and  methods
courses,course_num,stat217,stat  introduction  to  statistical  concepts  and  methods  217
courses,course_num,stat217,stat217
courses,course_num,stat217,stat  introduction  to  statistical  concepts  and  methods
courses,course_num,stat217,217    introduction  to  statistical  concepts  and  methods
courses,course_num,stat217,  introduction  to  statistical  concepts  and  methods  217
courses,course_num,stat217,217
courses,course_num,stat217,  introduction  to  statistical  concepts  and  methods
courses,course_num,stat218,data  collection  and  experimental  design  descriptive  statistics  confidence  intervals  parametric  and  non  parametric  one  and  two-sample  hypothesis  tests  analysis  of  variance  correlation  simple  linear  regression  chi-square  tests    applications  of  statistics  to  the  life  sciences    substantial  use  of  statistical  software    
courses,course_num,stat218,stat  218    applied  statistics  for  the  life  sciences
courses,course_num,stat218,stat    applied  statistics  for  the  life  sciences  218
courses,course_num,stat218,stat  218
courses,course_num,stat218,stat    applied  statistics  for  the  life  sciences
